data,ativo,preco
2025-11-27,Ação PETR4,80.98
2025-11-27,Ação VALE3,88.26
2025-11-28,Tesouro Selic,103.51
2025-11-28,CDB Liquidez Diária,104.2
2025-11-28,LCI/LCA,103.93
2025-11-28,Fundo Multimercado,104.59
2025-11-28,Fundo de Ações,100.08
2025-11-28,ETF BOVA11,93.0
2025-11-28,Ação PETR4,80.38
2025-11-28,Ação VALE3,86.69
2025-12-01,Tesouro Selic,103.46
2025-12-01,CDB Liquidez Diária,104.16
2025-12-01,LCI/LCA,103.85
2025-12-01,Fundo Multimercado,105.14
2025-12-01,Fundo de Ações,99.01
2025-12-01,ETF BOVA11,93.71
2025-12-01,Ação PETR4,81.26
2025-12-01,Ação VALE3,87.25
2025-12-02,Tesouro Selic,103.46
2025-12-02,CDB Liquidez Diária,104.19
2025-12-02,LCI/LCA,103.86
2025-12-02,Fundo Multimercado,105.55
2025-12-02,Fundo de Ações,100.01
2025-12-02,ETF BOVA11,94.7
2025-12-02,Ação PETR4,81.88
2025-12-02,Ação VALE3,87.97
2025-12-03,Tesouro Selic,103.53
2025-12-03,CDB Liquidez Diária,104.18
2025-12-03,LCI/LCA,103.85
2025-12-03,Fundo Multimercado,105.87
2025-12-03,Fundo de Ações,100.81
2025-12-03,ETF BOVA11,95.27
2025-12-03,Ação PETR4,82.48
2025-12-03,Ação VALE3,88.87
2025-12-04,Tesouro Selic,103.53
2025-12-04,CDB Liquidez Diária,104.16
2025-12-04,LCI/LCA,103.86
2025-12-04,Fundo Multimercado,105.46
2025-12-04,Fundo de Ações,100.52
2025-12-04,ETF BOVA11,93.83
2025-12-04,Ação PETR4,82.21
2025-12-04,Ação VALE3,88.43
2025-12-05,Tesouro Selic,103.59
2025-12-05,CDB Liquidez Diária,104.26
2025-12-05,LCI/LCA,103.99
2025-12-05,Fundo Multimercado,105.95
2025-12-05,Fundo de Ações,99.33
2025-12-05,ETF BOVA11,92.59
2025-12-05,Ação PETR4,80.34
2025-12-05,Ação VALE3,87.03
2025-12-08,Tesouro Selic,103.67
2025-12-08,CDB Liquidez Diária,104.31
2025-12-08,LCI/LCA,104.06
2025-12-08,Fundo Multimercado,105.76
2025-12-08,Fundo de Ações,98.13
2025-12-08,ETF BOVA11,90.86
2025-12-08,Ação PETR4,77.74
2025-12-08,Ação VALE3,83.74
2025-12-09,Tesouro Selic,103.65
2025-12-09,CDB Liquidez Diária,104.33
2025-12-09,LCI/LCA,104.02
2025-12-09,Fundo Multimercado,106.73
2025-12-09,Fundo de Ações,100.69
2025-12-09,ETF BOVA11,93.15
2025-12-09,Ação PETR4,79.16
2025-12-09,Ação VALE3,86.26
2025-12-10,Tesouro Selic,103.66
2025-12-10,CDB Liquidez Diária,104.34
2025-12-10,LCI/LCA,104.13
2025-12-10,Fundo Multimercado,106.68
2025-12-10,Fundo de Ações,102.01
2025-12-10,ETF BOVA11,93.55
2025-12-10,Ação PETR4,79.54
2025-12-10,Ação VALE3,88.49
2025-12-11,Tesouro Selic,103.66
2025-12-11,CDB Liquidez Diária,104.42
2025-12-11,LCI/LCA,104.19
2025-12-11,Fundo Multimercado,106.5
2025-12-11,Fundo de Ações,102.37
2025-12-11,ETF BOVA11,94.21
2025-12-11,Ação PETR4,80.78
2025-12-11,Ação VALE3,87.64
2025-12-12,Tesouro Selic,103.65
2025-12-12,CDB Liquidez Diária,104.4
2025-12-12,LCI/LCA,104.18
2025-12-12,Fundo Multimercado,106.69
2025-12-12,Fundo de Ações,103.08
2025-12-12,ETF BOVA11,94.0
2025-12-12,Ação PETR4,81.03
2025-12-12,Ação VALE3,88.22
2025-12-15,Tesouro Selic,103.73
2025-12-15,CDB Liquidez Diária,104.53
2025-12-15,LCI/LCA,104.3
2025-12-15,Fundo Multimercado,107.03
2025-12-15,Fundo de Ações,103.5
2025-12-15,ETF BOVA11,93.41
2025-12-15,Ação PETR4,80.92
2025-12-15,Ação VALE3,87.99
2025-12-16,Tesouro Selic,103.79
2025-12-16,CDB Liquidez Diária,104.54
2025-12-16,LCI/LCA,104.3
2025-12-16,Fundo Multimercado,107.47
2025-12-16,Fundo de Ações,104.34
2025-12-16,ETF BOVA11,94.56
2025-12-16,Ação PETR4,82.07
2025-12-16,Ação VALE3,89.09
2025-12-17,Tesouro Selic,103.9
2025-12-17,CDB Liquidez Diária,104.63
2025-12-17,LCI/LCA,104.39
2025-12-17,Fundo Multimercado,107.45
2025-12-17,Fundo de Ações,103.57
2025-12-17,ETF BOVA11,93.82
2025-12-17,Ação PETR4,81.55
2025-12-17,Ação VALE3,87.93
2025-12-18,Tesouro Selic,104.02
2025-12-18,CDB Liquidez Diária,104.72
2025-12-18,LCI/LCA,104.48
2025-12-18,Fundo Multimercado,107.45
2025-12-18,Fundo de Ações,105.06
2025-12-18,ETF BOVA11,94.76
2025-12-18,Ação PETR4,83.51
2025-12-18,Ação VALE3,87.54
2025-12-19,Tesouro Selic,104.09
2025-12-19,CDB Liquidez Diária,104.82
2025-12-19,LCI/LCA,104.55
2025-12-19,Fundo Multimercado,107.98
2025-12-19,Fundo de Ações,105.41
2025-12-19,ETF BOVA11,96.08
2025-12-19,Ação PETR4,87.16
2025-12-19,Ação VALE3,88.98
2025-12-22,Tesouro Selic,104.1
2025-12-22,CDB Liquidez Diária,104.89
2025-12-22,LCI/LCA,104.64
2025-12-22,Fundo Multimercado,107.83
2025-12-22,Fundo de Ações,104.56
2025-12-22,ETF BOVA11,95.28
2025-12-22,Ação PETR4,84.87
2025-12-22,Ação VALE3,86.86
2025-12-23,Tesouro Selic,104.08
2025-12-23,CDB Liquidez Diária,104.84
2025-12-23,LCI/LCA,104.62
2025-12-23,Fundo Multimercado,107.82
2025-12-23,Fundo de Ações,106.58
2025-12-23,ETF BOVA11,95.96
2025-12-23,Ação PETR4,86.69
2025-12-23,Ação VALE3,87.59
2025-12-24,Tesouro Selic,104.12
2025-12-24,CDB Liquidez Diária,104.91
2025-12-24,LCI/LCA,104.62
2025-12-24,Fundo Multimercado,108.04
2025-12-24,Fundo de Ações,107.15
2025-12-24,ETF BOVA11,96.7
2025-12-24,Ação PETR4,87.75
2025-12-24,Ação VALE3,90.95
2025-12-25,Tesouro Selic,104.12
2025-12-25,CDB Liquidez Diária,104.89
2025-12-25,LCI/LCA,104.6
2025-12-25,Fundo Multimercado,107.78
2025-12-25,Fundo de Ações,105.9
2025-12-25,ETF BOVA11,96.52
2025-12-25,Ação PETR4,89.1
2025-12-25,Ação VALE3,90.61
2025-12-26,Tesouro Selic,104.11
2025-12-26,CDB Liquidez Diária,104.89
2025-12-26,LCI/LCA,104.58
2025-12-26,Fundo Multimercado,108.0
2025-12-26,Fundo de Ações,106.67
2025-12-26,ETF BOVA11,96.22
2025-12-26,Ação PETR4,90.6
2025-12-26,Ação VALE3,92.79
2025-12-29,Tesouro Selic,104.11
2025-12-29,CDB Liquidez Diária,104.88
2025-12-29,LCI/LCA,104.6
2025-12-29,Fundo Multimercado,108.09
2025-12-29,Fundo de Ações,107.77
2025-12-29,ETF BOVA11,98.18
2025-12-29,Ação PETR4,92.44
2025-12-29,Ação VALE3,93.72
2025-12-30,Tesouro Selic,104.06
2025-12-30,CDB Liquidez Diária,104.8
2025-12-30,LCI/LCA,104.56
2025-12-30,Fundo Multimercado,108.65
2025-12-30,Fundo de Ações,108.58
2025-12-30,ETF BOVA11,99.24
2025-12-30,Ação PETR4,93.6
2025-12-30,Ação VALE3,96.04
2025-12-31,Tesouro Selic,104.27
2025-12-31,CDB Liquidez Diária,105.0
2025-12-31,LCI/LCA,104.71
2025-12-31,Fundo Multimercado,109.4
2025-12-31,Fundo de Ações,110.54
2025-12-31,ETF BOVA11,101.9
2025-12-31,Ação PETR4,96.99
2025-12-31,Ação VALE3,98.27
2026-01-01,Tesouro Selic,104.35
2026-01-01,CDB Liquidez Diária,105.13
2026-01-01,LCI/LCA,104.82
2026-01-01,Fundo Multimercado,109.77
2026-01-01,Fundo de Ações,112.48
2026-01-01,ETF BOVA11,104.01
2026-01-01,Ação PETR4,100.87
2026-01-01,Ação VALE3,101.48
2026-01-02,Tesouro Selic,104.39
2026-01-02,CDB Liquidez Diária,105.17
2026-01-02,LCI/LCA,104.9
2026-01-02,Fundo Multimercado,109.48
2026-01-02,Fundo de Ações,112.32
2026-01-02,ETF BOVA11,103.45
2026-01-02,Ação PETR4,100.31
2026-01-02,Ação VALE3,102.56
2026-01-05,Tesouro Selic,104.44
2026-01-05,CDB Liquidez Diária,105.23
2026-01-05,LCI/LCA,104.9
2026-01-05,Fundo Multimercado,109.86
2026-01-05,Fundo de Ações,113.86
2026-01-05,ETF BOVA11,106.01
2026-01-05,Ação PETR4,102.66
2026-01-05,Ação VALE3,105.22
2026-01-06,Tesouro Selic,104.5
2026-01-06,CDB Liquidez Diária,105.35
2026-01-06,LCI/LCA,104.97
2026-01-06,Fundo Multimercado,110.11
2026-01-06,Fundo de Ações,115.02
2026-01-06,ETF BOVA11,106.95
2026-01-06,Ação PETR4,103.11
2026-01-06,Ação VALE3,106.23
2026-01-07,Tesouro Selic,104.62
2026-01-07,CDB Liquidez Diária,105.43
2026-01-07,LCI/LCA,105.06
2026-01-07,Fundo Multimercado,109.98
2026-01-07,Fundo de Ações,116.1
2026-01-07,ETF BOVA11,106.43
2026-01-07,Ação PETR4,101.88
2026-01-07,Ação VALE3,106.05
2026-01-08,Tesouro Selic,104.76
2026-01-08,CDB Liquidez Diária,105.58
2026-01-08,LCI/LCA,105.17
2026-01-08,Fundo Multimercado,110.97
2026-01-08,Fundo de Ações,116.06
2026-01-08,ETF BOVA11,105.47
2026-01-08,Ação PETR4,101.43
2026-01-08,Ação VALE3,104.49
2026-01-09,Tesouro Selic,104.74
2026-01-09,CDB Liquidez Diária,105.58
2026-01-09,LCI/LCA,105.17
2026-01-09,Fundo Multimercado,110.7
2026-01-09,Fundo de Ações,113.86
2026-01-09,ETF BOVA11,104.55
2026-01-09,Ação PETR4,101.22
2026-01-09,Ação VALE3,103.7
2026-01-12,Tesouro Selic,104.91
2026-01-12,CDB Liquidez Diária,105.71
2026-01-12,LCI/LCA,105.24
2026-01-12,Fundo Multimercado,110.67
2026-01-12,Fundo de Ações,113.34
2026-01-12,ETF BOVA11,104.24
2026-01-12,Ação PETR4,100.52
2026-01-12,Ação VALE3,103.75
2026-01-13,Tesouro Selic,104.87
2026-01-13,CDB Liquidez Diária,105.73
2026-01-13,LCI/LCA,105.23
2026-01-13,Fundo Multimercado,111.07
2026-01-13,Fundo de Ações,114.77
2026-01-13,ETF BOVA11,105.71
2026-01-13,Ação PETR4,102.86
2026-01-13,Ação VALE3,105.95
2026-01-14,Tesouro Selic,104.95
2026-01-14,CDB Liquidez Diária,105.87
2026-01-14,LCI/LCA,105.32
2026-01-14,Fundo Multimercado,111.53
2026-01-14,Fundo de Ações,115.44
2026-01-14,ETF BOVA11,107.3
2026-01-14,Ação PETR4,103.65
2026-01-14,Ação VALE3,109.53
2026-01-15,Tesouro Selic,104.99
2026-01-15,CDB Liquidez Diária,105.85
2026-01-15,LCI/LCA,105.35
2026-01-15,Fundo Multimercado,111.26
2026-01-15,Fundo de Ações,115.97
2026-01-15,ETF BOVA11,107.0
2026-01-15,Ação PETR4,102.81
2026-01-15,Ação VALE3,106.64
2026-01-16,Tesouro Selic,105.01
2026-01-16,CDB Liquidez Diária,105.76
2026-01-16,LCI/LCA,105.29
2026-01-16,Fundo Multimercado,111.48
2026-01-16,Fundo de Ações,117.64
2026-01-16,ETF BOVA11,108.51
2026-01-16,Ação PETR4,103.26
2026-01-16,Ação VALE3,107.75
2026-01-19,Tesouro Selic,105.05
2026-01-19,CDB Liquidez Diária,105.76
2026-01-19,LCI/LCA,105.38
2026-01-19,Fundo Multimercado,111.84
2026-01-19,Fundo de Ações,118.23
2026-01-19,ETF BOVA11,109.14
2026-01-19,Ação PETR4,104.2
2026-01-19,Ação VALE3,105.74
2026-01-20,Tesouro Selic,105.08
2026-01-20,CDB Liquidez Diária,105.76
2026-01-20,LCI/LCA,105.36
2026-01-20,Fundo Multimercado,111.73
2026-01-20,Fundo de Ações,120.41
2026-01-20,ETF BOVA11,110.85
2026-01-20,Ação PETR4,105.34
2026-01-20,Ação VALE3,107.99
2026-01-21,Tesouro Selic,105.22
2026-01-21,CDB Liquidez Diária,105.94
2026-01-21,LCI/LCA,105.49
2026-01-21,Fundo Multimercado,111.73
2026-01-21,Fundo de Ações,120.98
2026-01-21,ETF BOVA11,111.33
2026-01-21,Ação PETR4,106.97
2026-01-21,Ação VALE3,109.6
2026-01-22,Tesouro Selic,105.33
2026-01-22,CDB Liquidez Diária,106.03
2026-01-22,LCI/LCA,105.63
2026-01-22,Fundo Multimercado,111.98
2026-01-22,Fundo de Ações,124.21
2026-01-22,ETF BOVA11,112.93
2026-01-22,Ação PETR4,111.05
2026-01-22,Ação VALE3,112.08
2026-01-23,Tesouro Selic,105.33
2026-01-23,CDB Liquidez Diária,106.01
2026-01-23,LCI/LCA,105.62
2026-01-23,Fundo Multimercado,112.11
2026-01-23,Fundo de Ações,125.37
2026-01-23,ETF BOVA11,113.33
2026-01-23,Ação PETR4,111.55
2026-01-23,Ação VALE3,115.41
2026-01-26,Tesouro Selic,105.49
2026-01-26,CDB Liquidez Diária,106.19
2026-01-26,LCI/LCA,105.76
2026-01-26,Fundo Multimercado,112.45
2026-01-26,Fundo de Ações,126.6
2026-01-26,ETF BOVA11,113.43
2026-01-26,Ação PETR4,111.29
2026-01-26,Ação VALE3,113.04
2026-01-27,Tesouro Selic,105.56
2026-01-27,CDB Liquidez Diária,106.29
2026-01-27,LCI/LCA,105.81
2026-01-27,Fundo Multimercado,113.21
2026-01-27,Fundo de Ações,126.49
2026-01-27,ETF BOVA11,112.78
2026-01-27,Ação PETR4,110.93
2026-01-27,Ação VALE3,113.83
2026-01-28,Tesouro Selic,105.71
2026-01-28,CDB Liquidez Diária,106.43
2026-01-28,LCI/LCA,105.98
2026-01-28,Fundo Multimercado,113.45
2026-01-28,Fundo de Ações,126.44
2026-01-28,ETF BOVA11,113.42
2026-01-28,Ação PETR4,112.42
2026-01-28,Ação VALE3,112.47
2026-01-29,Tesouro Selic,105.86
2026-01-29,CDB Liquidez Diária,106.64
2026-01-29,LCI/LCA,106.09
2026-01-29,Fundo Multimercado,113.91
2026-01-29,Fundo de Ações,127.77
2026-01-29,ETF BOVA11,114.55
2026-01-29,Ação PETR4,112.86
2026-01-29,Ação VALE3,112.41
2026-01-30,Tesouro Selic,105.9
2026-01-30,CDB Liquidez Diária,106.73
2026-01-30,LCI/LCA,106.16
2026-01-30,Fundo Multimercado,113.85
2026-01-30,Fundo de Ações,128.64
2026-01-30,ETF BOVA11,112.93
2026-01-30,Ação PETR4,112.81
2026-01-30,Ação VALE3,108.95
2026-02-02,Tesouro Selic,105.92
2026-02-02,CDB Liquidez Diária,106.71
2026-02-02,LCI/LCA,106.12
2026-02-02,Fundo Multimercado,114.3
2026-02-02,Fundo de Ações,129.1
2026-02-02,ETF BOVA11,113.77
2026-02-02,Ação PETR4,113.71
2026-02-02,Ação VALE3,110.33
2026-02-03,Tesouro Selic,105.97
2026-02-03,CDB Liquidez Diária,106.7
2026-02-03,LCI/LCA,106.2
2026-02-03,Fundo Multimercado,114.11
2026-02-03,Fundo de Ações,126.38
2026-02-03,ETF BOVA11,111.73
2026-02-03,Ação PETR4,113.52
2026-02-03,Ação VALE3,110.05
2026-02-04,Tesouro Selic,105.99
2026-02-04,CDB Liquidez Diária,106.71
2026-02-04,LCI/LCA,106.21
2026-02-04,Fundo Multimercado,114.96
2026-02-04,Fundo de Ações,129.01
2026-02-04,ETF BOVA11,114.17
2026-02-04,Ação PETR4,117.81
2026-02-04,Ação VALE3,113.07
2026-02-05,Tesouro Selic,106.02
2026-02-05,CDB Liquidez Diária,106.73
2026-02-05,LCI/LCA,106.23
2026-02-05,Fundo Multimercado,114.97
2026-02-05,Fundo de Ações,130.09
2026-02-05,ETF BOVA11,114.84
2026-02-05,Ação PETR4,119.7
2026-02-05,Ação VALE3,113.93
2026-02-06,Tesouro Selic,106.07
2026-02-06,CDB Liquidez Diária,106.69
2026-02-06,LCI/LCA,106.29
2026-02-06,Fundo Multimercado,115.1
2026-02-06,Fundo de Ações,131.98
2026-02-06,ETF BOVA11,113.97
2026-02-06,Ação PETR4,121.97
2026-02-06,Ação VALE3,113.72
2026-02-09,Tesouro Selic,106.18
2026-02-09,CDB Liquidez Diária,106.77
2026-02-09,LCI/LCA,106.41
2026-02-09,Fundo Multimercado,114.83
2026-02-09,Fundo de Ações,130.13
2026-02-09,ETF BOVA11,113.99
2026-02-09,Ação PETR4,121.55
2026-02-09,Ação VALE3,113.96
2026-02-10,Tesouro Selic,106.29
2026-02-10,CDB Liquidez Diária,106.9
2026-02-10,LCI/LCA,106.51
2026-02-10,Fundo Multimercado,115.17
2026-02-10,Fundo de Ações,134.25
2026-02-10,ETF BOVA11,116.5
2026-02-10,Ação PETR4,124.91
2026-02-10,Ação VALE3,117.99
2026-02-11,Tesouro Selic,106.4
2026-02-11,CDB Liquidez Diária,107.07
2026-02-11,LCI/LCA,106.65
2026-02-11,Fundo Multimercado,114.94
2026-02-11,Fundo de Ações,135.79
2026-02-11,ETF BOVA11,116.26
2026-02-11,Ação PETR4,125.11
2026-02-11,Ação VALE3,116.85
2026-02-12,Tesouro Selic,106.44
2026-02-12,CDB Liquidez Diária,107.12
2026-02-12,LCI/LCA,106.7
2026-02-12,Fundo Multimercado,115.17
2026-02-12,Fundo de Ações,138.84
2026-02-12,ETF BOVA11,118.47
2026-02-12,Ação PETR4,127.44
2026-02-12,Ação VALE3,120.35
2026-02-13,Tesouro Selic,106.57
2026-02-13,CDB Liquidez Diária,107.2
2026-02-13,LCI/LCA,106.82
2026-02-13,Fundo Multimercado,115.63
2026-02-13,Fundo de Ações,139.3
2026-02-13,ETF BOVA11,120.0
2026-02-13,Ação PETR4,128.94
2026-02-13,Ação VALE3,121.93
2026-02-16,Tesouro Selic,106.6
2026-02-16,CDB Liquidez Diária,107.23
2026-02-16,LCI/LCA,106.81
2026-02-16,Fundo Multimercado,115.07
2026-02-16,Fundo de Ações,140.32
2026-02-16,ETF BOVA11,119.51
2026-02-16,Ação PETR4,126.85
2026-02-16,Ação VALE3,117.99
2026-02-17,Tesouro Selic,106.6
2026-02-17,CDB Liquidez Diária,107.18
2026-02-17,LCI/LCA,106.87
2026-02-17,Fundo Multimercado,115.41
2026-02-17,Fundo de Ações,140.34
2026-02-17,ETF BOVA11,121.53
2026-02-17,Ação PETR4,130.72
2026-02-17,Ação VALE3,119.82
2026-02-18,Tesouro Selic,106.48
2026-02-18,CDB Liquidez Diária,107.15
2026-02-18,LCI/LCA,106.74
2026-02-18,Fundo Multimercado,114.54
2026-02-18,Fundo de Ações,140.05
2026-02-18,ETF BOVA11,122.69
2026-02-18,Ação PETR4,134.36
2026-02-18,Ação VALE3,122.48
2026-02-19,Tesouro Selic,106.56
2026-02-19,CDB Liquidez Diária,107.27
2026-02-19,LCI/LCA,106.86
2026-02-19,Fundo Multimercado,114.82
2026-02-19,Fundo de Ações,140.71
2026-02-19,ETF BOVA11,123.14
2026-02-19,Ação PETR4,133.63
2026-02-19,Ação VALE3,122.17
2026-02-20,Tesouro Selic,106.49
2026-02-20,CDB Liquidez Diária,107.2
2026-02-20,LCI/LCA,106.77
2026-02-20,Fundo Multimercado,114.2
2026-02-20,Fundo de Ações,139.68
2026-02-20,ETF BOVA11,123.24
2026-02-20,Ação PETR4,135.29
2026-02-20,Ação VALE3,120.42
2026-02-23,Tesouro Selic,106.47
2026-02-23,CDB Liquidez Diária,107.21
2026-02-23,LCI/LCA,106.73
2026-02-23,Fundo Multimercado,114.07
2026-02-23,Fundo de Ações,140.3
2026-02-23,ETF BOVA11,122.78
2026-02-23,Ação PETR4,135.0
2026-02-23,Ação VALE3,118.14
2026-02-24,Tesouro Selic,106.48
2026-02-24,CDB Liquidez Diária,107.23
2026-02-24,LCI/LCA,106.68
2026-02-24,Fundo Multimercado,114.25
2026-02-24,Fundo de Ações,140.75
2026-02-24,ETF BOVA11,123.59
2026-02-24,Ação PETR4,136.41
2026-02-24,Ação VALE3,120.97
2026-02-25,Tesouro Selic,106.53
2026-02-25,CDB Liquidez Diária,107.27
2026-02-25,LCI/LCA,106.73
2026-02-25,Fundo Multimercado,114.53
2026-02-25,Fundo de Ações,141.51
2026-02-25,ETF BOVA11,124.25
2026-02-25,Ação PETR4,136.04
2026-02-25,Ação VALE3,120.33
2026-02-26,Tesouro Selic,106.48
2026-02-26,CDB Liquidez Diária,107.29
2026-02-26,LCI/LCA,106.66
2026-02-26,Fundo Multimercado,114.18
2026-02-26,Fundo de Ações,139.54
2026-02-26,ETF BOVA11,123.56
2026-02-26,Ação PETR4,134.67
2026-02-26,Ação VALE3,121.42
2026-02-27,Tesouro Selic,106.48
2026-02-27,CDB Liquidez Diária,107.3
2026-02-27,LCI/LCA,106.64
2026-02-27,Fundo Multimercado,115.04
2026-02-27,Fundo de Ações,139.98
2026-02-27,ETF BOVA11,124.73
2026-02-27,Ação PETR4,137.18
2026-02-27,Ação VALE3,123.32
2026-03-02,Tesouro Selic,106.51
2026-03-02,CDB Liquidez Diária,107.33
2026-03-02,LCI/LCA,106.67
2026-03-02,Fundo Multimercado,115.01
2026-03-02,Fundo de Ações,141.43
2026-03-02,ETF BOVA11,127.28
2026-03-02,Ação PETR4,139.32
2026-03-02,Ação VALE3,123.58
2026-03-03,Tesouro Selic,106.55
2026-03-03,CDB Liquidez Diária,107.48
2026-03-03,LCI/LCA,106.7
2026-03-03,Fundo Multimercado,115.83
2026-03-03,Fundo de Ações,146.07
2026-03-03,ETF BOVA11,130.19
2026-03-03,Ação PETR4,143.97
2026-03-03,Ação VALE3,129.01
2026-03-04,Tesouro Selic,106.57
2026-03-04,CDB Liquidez Diária,107.49
2026-03-04,LCI/LCA,106.7
2026-03-04,Fundo Multimercado,115.41
2026-03-04,Fundo de Ações,143.86
2026-03-04,ETF BOVA11,127.52
2026-03-04,Ação PETR4,140.79
2026-03-04,Ação VALE3,125.28
2026-03-05,Tesouro Selic,106.63
2026-03-05,CDB Liquidez Diária,107.48
2026-03-05,LCI/LCA,106.75
2026-03-05,Fundo Multimercado,115.78
2026-03-05,Fundo de Ações,141.59
2026-03-05,ETF BOVA11,126.75
2026-03-05,Ação PETR4,141.92
2026-03-05,Ação VALE3,123.11
2026-03-06,Tesouro Selic,106.79
2026-03-06,CDB Liquidez Diária,107.66
2026-03-06,LCI/LCA,106.86
2026-03-06,Fundo Multimercado,116.05
2026-03-06,Fundo de Ações,142.67
2026-03-06,ETF BOVA11,127.49
2026-03-06,Ação PETR4,143.74
2026-03-06,Ação VALE3,122.63
2026-03-09,Tesouro Selic,106.84
2026-03-09,CDB Liquidez Diária,107.66
2026-03-09,LCI/LCA,106.89
2026-03-09,Fundo Multimercado,115.7
2026-03-09,Fundo de Ações,140.52
2026-03-09,ETF BOVA11,126.91
2026-03-09,Ação PETR4,144.88
2026-03-09,Ação VALE3,123.45
2026-03-10,Tesouro Selic,106.81
2026-03-10,CDB Liquidez Diária,107.62
2026-03-10,LCI/LCA,106.92
2026-03-10,Fundo Multimercado,115.66
2026-03-10,Fundo de Ações,144.41
2026-03-10,ETF BOVA11,129.61
2026-03-10,Ação PETR4,148.79
2026-03-10,Ação VALE3,125.76
2026-03-11,Tesouro Selic,106.87
2026-03-11,CDB Liquidez Diária,107.67
2026-03-11,LCI/LCA,107.0
2026-03-11,Fundo Multimercado,116.13
2026-03-11,Fundo de Ações,144.3
2026-03-11,ETF BOVA11,128.79
2026-03-11,Ação PETR4,144.37
2026-03-11,Ação VALE3,124.92
2026-03-12,Tesouro Selic,106.84
2026-03-12,CDB Liquidez Diária,107.54
2026-03-12,LCI/LCA,106.98
2026-03-12,Fundo Multimercado,117.0
2026-03-12,Fundo de Ações,147.02
2026-03-12,ETF BOVA11,131.88
2026-03-12,Ação PETR4,148.49
2026-03-12,Ação VALE3,127.71
2026-03-13,Tesouro Selic,106.94
2026-03-13,CDB Liquidez Diária,107.64
2026-03-13,LCI/LCA,107.08
2026-03-13,Fundo Multimercado,117.3
2026-03-13,Fundo de Ações,146.44
2026-03-13,ETF BOVA11,132.49
2026-03-13,Ação PETR4,148.83
2026-03-13,Ação VALE3,126.99
2026-03-16,Tesouro Selic,107.02
2026-03-16,CDB Liquidez Diária,107.68
2026-03-16,LCI/LCA,107.14
2026-03-16,Fundo Multimercado,117.4
2026-03-16,Fundo de Ações,148.37
2026-03-16,ETF BOVA11,134.07
2026-03-16,Ação PETR4,150.78
2026-03-16,Ação VALE3,129.76
2026-03-17,Tesouro Selic,107.16
2026-03-17,CDB Liquidez Diária,107.85
2026-03-17,LCI/LCA,107.26
2026-03-17,Fundo Multimercado,117.11
2026-03-17,Fundo de Ações,145.29
2026-03-17,ETF BOVA11,131.55
2026-03-17,Ação PETR4,146.33
2026-03-17,Ação VALE3,126.77
2026-03-18,Tesouro Selic,107.21
2026-03-18,CDB Liquidez Diária,107.92
2026-03-18,LCI/LCA,107.31
2026-03-18,Fundo Multimercado,117.4
2026-03-18,Fundo de Ações,146.05
2026-03-18,ETF BOVA11,130.55
2026-03-18,Ação PETR4,143.48
2026-03-18,Ação VALE3,125.2
2026-03-19,Tesouro Selic,107.17
2026-03-19,CDB Liquidez Diária,107.91
2026-03-19,LCI/LCA,107.35
2026-03-19,Fundo Multimercado,117.83
2026-03-19,Fundo de Ações,147.11
2026-03-19,ETF BOVA11,132.81
2026-03-19,Ação PETR4,146.5
2026-03-19,Ação VALE3,126.84
2026-03-20,Tesouro Selic,107.18
2026-03-20,CDB Liquidez Diária,107.9
2026-03-20,LCI/LCA,107.35
2026-03-20,Fundo Multimercado,117.87
2026-03-20,Fundo de Ações,147.58
2026-03-20,ETF BOVA11,133.15
2026-03-20,Ação PETR4,147.76
2026-03-20,Ação VALE3,129.21
2026-03-23,Tesouro Selic,107.28
2026-03-23,CDB Liquidez Diária,107.95
2026-03-23,LCI/LCA,107.33
2026-03-23,Fundo Multimercado,118.39
2026-03-23,Fundo de Ações,146.41
2026-03-23,ETF BOVA11,132.58
2026-03-23,Ação PETR4,144.88
2026-03-23,Ação VALE3,125.26
2026-03-24,Tesouro Selic,107.37
2026-03-24,CDB Liquidez Diária,108.06
2026-03-24,LCI/LCA,107.38
2026-03-24,Fundo Multimercado,117.45
2026-03-24,Fundo de Ações,142.69
2026-03-24,ETF BOVA11,129.8
2026-03-24,Ação PETR4,138.69
2026-03-24,Ação VALE3,122.41
2026-03-25,Tesouro Selic,107.41
2026-03-25,CDB Liquidez Diária,108.13
2026-03-25,LCI/LCA,107.43
2026-03-25,Fundo Multimercado,117.12
2026-03-25,Fundo de Ações,143.67
2026-03-25,ETF BOVA11,129.96
2026-03-25,Ação PETR4,138.86
2026-03-25,Ação VALE3,121.24
2026-03-26,Tesouro Selic,107.42
2026-03-26,CDB Liquidez Diária,108.11
2026-03-26,LCI/LCA,107.44
2026-03-26,Fundo Multimercado,117.81
2026-03-26,Fundo de Ações,143.34
2026-03-26,ETF BOVA11,129.0
2026-03-26,Ação PETR4,140.36
2026-03-26,Ação VALE3,120.56
2026-03-27,Tesouro Selic,107.42
2026-03-27,CDB Liquidez Diária,108.15
2026-03-27,LCI/LCA,107.43
2026-03-27,Fundo Multimercado,118.59
2026-03-27,Fundo de Ações,146.52
2026-03-27,ETF BOVA11,131.11
2026-03-27,Ação PETR4,146.83
2026-03-27,Ação VALE3,122.46
2026-03-30,Tesouro Selic,107.52
2026-03-30,CDB Liquidez Diária,108.27
2026-03-30,LCI/LCA,107.57
2026-03-30,Fundo Multimercado,119.42
2026-03-30,Fundo de Ações,148.56
